Number,model_a,model_b,result
682,dolly-v2-12b,oasst-pythia-12b,l
683,koala-13b,vicuna-13b,l
684,oasst-pythia-12b,vicuna-13b,l
685,dolly-v2-12b,oasst-pythia-12b,l
686,koala-13b,vicuna-13b,l
687,koala-13b,oasst-pythia-12b,l
688,koala-13b,vicuna-13b,l
689,vicuna-13b,koala-13b,l
690,llama-13b,vicuna-13b,l
691,vicuna-13b,dolly-v2-12b,l
692,koala-13b,stablelm-tuned-alpha-7b,l
693,vicuna-13b,koala-13b,l
694,koala-13b,vicuna-13b,l
695,chatglm-6b,vicuna-13b,l
696,vicuna-13b,stablelm-tuned-alpha-7b,l
697,vicuna-13b,koala-13b,l
698,vicuna-13b,koala-13b,l
699,oasst-pythia-12b,vicuna-13b,l
700,vicuna-13b,oasst-pythia-12b,l
701,oasst-pythia-12b,vicuna-13b,l
702,vicuna-13b,koala-13b,l
703,alpaca-13b,vicuna-13b,l
704,vicuna-13b,koala-13b,l
705,koala-13b,vicuna-13b,l
706,dolly-v2-12b,koala-13b,l
707,vicuna-13b,oasst-pythia-12b,l
708,koala-13b,vicuna-13b,l
709,vicuna-13b,koala-13b,l
710,llama-13b,stablelm-tuned-alpha-7b,l
711,vicuna-13b,koala-13b,l
712,stablelm-tuned-alpha-7b,vicuna-13b,l
713,vicuna-13b,oasst-pythia-12b,l
714,oasst-pythia-12b,vicuna-13b,l
715,vicuna-13b,koala-13b,l
716,vicuna-13b,koala-13b,l
717,vicuna-13b,oasst-pythia-12b,l
718,stablelm-tuned-alpha-7b,vicuna-13b,l
719,koala-13b,llama-13b,l
720,stablelm-tuned-alpha-7b,dolly-v2-12b,l
721,oasst-pythia-12b,koala-13b,l
722,koala-13b,oasst-pythia-12b,l
723,koala-13b,dolly-v2-12b,l
724,vicuna-13b,stablelm-tuned-alpha-7b,l
725,vicuna-13b,llama-13b,l
726,vicuna-13b,alpaca-13b,l
727,vicuna-13b,dolly-v2-12b,l
728,vicuna-13b,koala-13b,l
729,koala-13b,vicuna-13b,l
730,vicuna-13b,chatglm-6b,l
731,vicuna-13b,koala-13b,l
732,vicuna-13b,koala-13b,l
733,dolly-v2-12b,vicuna-13b,l
734,koala-13b,oasst-pythia-12b,l
735,koala-13b,vicuna-13b,l
736,alpaca-13b,koala-13b,l
737,vicuna-13b,llama-13b,l
738,koala-13b,oasst-pythia-12b,l
739,koala-13b,vicuna-13b,l
740,vicuna-13b,llama-13b,l
741,oasst-pythia-12b,dolly-v2-12b,l
742,koala-13b,vicuna-13b,l
743,koala-13b,vicuna-13b,l
744,vicuna-13b,alpaca-13b,l
745,vicuna-13b,oasst-pythia-12b,l
746,llama-13b,vicuna-13b,l
747,vicuna-13b,koala-13b,l
748,koala-13b,alpaca-13b,l
749,vicuna-13b,dolly-v2-12b,l
750,vicuna-13b,llama-13b,l
751,koala-13b,vicuna-13b,l
752,vicuna-13b,chatglm-6b,l
753,vicuna-13b,llama-13b,l
754,vicuna-13b,koala-13b,l
755,vicuna-13b,koala-13b,l
756,vicuna-13b,chatglm-6b,l
757,vicuna-13b,oasst-pythia-12b,l
758,koala-13b,vicuna-13b,l
759,vicuna-13b,koala-13b,l
760,vicuna-13b,koala-13b,l
761,koala-13b,dolly-v2-12b,l
762,dolly-v2-12b,koala-13b,l
763,oasst-pythia-12b,vicuna-13b,l
764,vicuna-13b,oasst-pythia-12b,l
765,chatglm-6b,stablelm-tuned-alpha-7b,l
766,dolly-v2-12b,llama-13b,l
767,oasst-pythia-12b,vicuna-13b,l
768,vicuna-13b,koala-13b,l
769,vicuna-13b,dolly-v2-12b,l
770,dolly-v2-12b,vicuna-13b,l
771,vicuna-13b,oasst-pythia-12b,l
772,oasst-pythia-12b,alpaca-13b,l
773,vicuna-13b,llama-13b,l
774,vicuna-13b,oasst-pythia-12b,l
775,vicuna-13b,koala-13b,l
776,koala-13b,vicuna-13b,l
777,vicuna-13b,alpaca-13b,l
778,vicuna-13b,stablelm-tuned-alpha-7b,l
779,vicuna-13b,koala-13b,l
780,vicuna-13b,koala-13b,l
781,koala-13b,vicuna-13b,l
782,oasst-pythia-12b,koala-13b,l
783,koala-13b,vicuna-13b,l
784,vicuna-13b,chatglm-6b,l
785,vicuna-13b,llama-13b,l
786,vicuna-13b,dolly-v2-12b,l
787,vicuna-13b,koala-13b,l
788,vicuna-13b,oasst-pythia-12b,l
789,vicuna-13b,koala-13b,l
790,vicuna-13b,chatglm-6b,l
791,llama-13b,vicuna-13b,l
792,stablelm-tuned-alpha-7b,koala-13b,l
793,koala-13b,stablelm-tuned-alpha-7b,l
794,koala-13b,stablelm-tuned-alpha-7b,l
795,koala-13b,vicuna-13b,l
796,stablelm-tuned-alpha-7b,llama-13b,l
797,alpaca-13b,koala-13b,l
798,vicuna-13b,koala-13b,l
799,koala-13b,oasst-pythia-12b,l
800,vicuna-13b,llama-13b,l
801,alpaca-13b,vicuna-13b,l
802,koala-13b,vicuna-13b,l
803,koala-13b,oasst-pythia-12b,l
804,vicuna-13b,dolly-v2-12b,l
805,vicuna-13b,koala-13b,l
806,vicuna-13b,koala-13b,l
807,vicuna-13b,llama-13b,l
808,vicuna-13b,oasst-pythia-12b,l
809,koala-13b,llama-13b,l
810,vicuna-13b,koala-13b,l
811,vicuna-13b,llama-13b,l
812,koala-13b,vicuna-13b,l
813,llama-13b,chatglm-6b,l
814,vicuna-13b,alpaca-13b,l
815,oasst-pythia-12b,stablelm-tuned-alpha-7b,l
816,chatglm-6b,dolly-v2-12b,l
817,chatglm-6b,vicuna-13b,l
818,vicuna-13b,chatglm-6b,l
819,oasst-pythia-12b,vicuna-13b,l
820,vicuna-13b,llama-13b,l
821,stablelm-tuned-alpha-7b,vicuna-13b,l
822,vicuna-13b,llama-13b,l
823,koala-13b,vicuna-13b,l
824,koala-13b,llama-13b,l
825,vicuna-13b,llama-13b,l
826,vicuna-13b,koala-13b,l
827,vicuna-13b,alpaca-13b,l
828,vicuna-13b,koala-13b,l
829,dolly-v2-12b,oasst-pythia-12b,l
830,koala-13b,vicuna-13b,l
831,vicuna-13b,stablelm-tuned-alpha-7b,l
832,vicuna-13b,koala-13b,l
833,stablelm-tuned-alpha-7b,vicuna-13b,l
834,vicuna-13b,oasst-pythia-12b,l
835,koala-13b,vicuna-13b,l
836,koala-13b,dolly-v2-12b,l
837,koala-13b,alpaca-13b,l
838,chatglm-6b,vicuna-13b,l
839,koala-13b,vicuna-13b,l
840,stablelm-tuned-alpha-7b,oasst-pythia-12b,l
841,oasst-pythia-12b,llama-13b,l
842,dolly-v2-12b,vicuna-13b,l
843,alpaca-13b,vicuna-13b,l
844,vicuna-13b,stablelm-tuned-alpha-7b,l
845,vicuna-13b,chatglm-6b,l
846,chatglm-6b,vicuna-13b,l
847,oasst-pythia-12b,koala-13b,l
848,alpaca-13b,vicuna-13b,l
849,vicuna-13b,dolly-v2-12b,l
850,oasst-pythia-12b,koala-13b,l
851,alpaca-13b,dolly-v2-12b,l
852,vicuna-13b,llama-13b,l
853,vicuna-13b,stablelm-tuned-alpha-7b,l
854,stablelm-tuned-alpha-7b,vicuna-13b,l
855,vicuna-13b,koala-13b,l
856,koala-13b,vicuna-13b,l
857,vicuna-13b,koala-13b,l
858,vicuna-13b,oasst-pythia-12b,l
859,llama-13b,koala-13b,l
860,vicuna-13b,oasst-pythia-12b,l
861,koala-13b,vicuna-13b,l
862,vicuna-13b,koala-13b,l
863,vicuna-13b,koala-13b,l
864,vicuna-13b,alpaca-13b,l
865,stablelm-tuned-alpha-7b,vicuna-13b,l
866,koala-13b,oasst-pythia-12b,l
867,vicuna-13b,koala-13b,l
868,vicuna-13b,dolly-v2-12b,l
869,stablelm-tuned-alpha-7b,oasst-pythia-12b,l
870,vicuna-13b,llama-13b,l
871,oasst-pythia-12b,vicuna-13b,l
872,koala-13b,vicuna-13b,l
873,vicuna-13b,alpaca-13b,l
874,oasst-pythia-12b,vicuna-13b,l
875,vicuna-13b,dolly-v2-12b,l
876,vicuna-13b,koala-13b,l
877,vicuna-13b,llama-13b,l
878,dolly-v2-12b,vicuna-13b,l
879,alpaca-13b,dolly-v2-12b,l
880,vicuna-13b,dolly-v2-12b,l
881,stablelm-tuned-alpha-7b,oasst-pythia-12b,l
882,vicuna-13b,chatglm-6b,l
883,stablelm-tuned-alpha-7b,vicuna-13b,l
884,vicuna-13b,oasst-pythia-12b,l
885,koala-13b,stablelm-tuned-alpha-7b,l
886,vicuna-13b,koala-13b,l
887,vicuna-13b,chatglm-6b,l
888,vicuna-13b,stablelm-tuned-alpha-7b,l
889,vicuna-13b,oasst-pythia-12b,l
890,oasst-pythia-12b,vicuna-13b,l
891,llama-13b,vicuna-13b,l
892,stablelm-tuned-alpha-7b,vicuna-13b,l
893,vicuna-13b,oasst-pythia-12b,l
894,vicuna-13b,oasst-pythia-12b,l
895,oasst-pythia-12b,vicuna-13b,l
896,llama-13b,vicuna-13b,l
897,vicuna-13b,oasst-pythia-12b,l
898,vicuna-13b,koala-13b,l
899,dolly-v2-12b,vicuna-13b,l
900,oasst-pythia-12b,koala-13b,l
901,oasst-pythia-12b,koala-13b,l
902,chatglm-6b,vicuna-13b,l
903,chatglm-6b,vicuna-13b,l
904,vicuna-13b,oasst-pythia-12b,l
905,vicuna-13b,oasst-pythia-12b,l
906,alpaca-13b,koala-13b,l
907,chatglm-6b,koala-13b,l
908,koala-13b,vicuna-13b,l
909,koala-13b,vicuna-13b,l
910,dolly-v2-12b,chatglm-6b,l
911,vicuna-13b,stablelm-tuned-alpha-7b,l
912,stablelm-tuned-alpha-7b,alpaca-13b,l
913,vicuna-13b,koala-13b,l
914,vicuna-13b,stablelm-tuned-alpha-7b,l
915,dolly-v2-12b,oasst-pythia-12b,l
916,llama-13b,dolly-v2-12b,l
917,vicuna-13b,koala-13b,l
918,alpaca-13b,stablelm-tuned-alpha-7b,l
919,koala-13b,vicuna-13b,l
920,stablelm-tuned-alpha-7b,koala-13b,l
921,vicuna-13b,koala-13b,l
922,oasst-pythia-12b,vicuna-13b,l
923,vicuna-13b,chatglm-6b,l
924,alpaca-13b,vicuna-13b,l
925,chatglm-6b,vicuna-13b,l
926,vicuna-13b,koala-13b,l
927,vicuna-13b,koala-13b,l
928,vicuna-13b,koala-13b,l
929,stablelm-tuned-alpha-7b,vicuna-13b,l
930,vicuna-13b,oasst-pythia-12b,l
931,oasst-pythia-12b,llama-13b,l
932,vicuna-13b,koala-13b,l
933,oasst-pythia-12b,vicuna-13b,l
934,vicuna-13b,llama-13b,l
935,alpaca-13b,oasst-pythia-12b,l
936,alpaca-13b,dolly-v2-12b,l
937,koala-13b,vicuna-13b,l
938,vicuna-13b,dolly-v2-12b,l
939,dolly-v2-12b,koala-13b,l
940,vicuna-13b,stablelm-tuned-alpha-7b,l
941,dolly-v2-12b,vicuna-13b,l
942,vicuna-13b,dolly-v2-12b,l
943,vicuna-13b,oasst-pythia-12b,l
944,vicuna-13b,koala-13b,l
945,vicuna-13b,alpaca-13b,l
946,koala-13b,oasst-pythia-12b,l
947,stablelm-tuned-alpha-7b,oasst-pythia-12b,l
948,vicuna-13b,koala-13b,l
949,koala-13b,vicuna-13b,l
950,vicuna-13b,oasst-pythia-12b,l
951,stablelm-tuned-alpha-7b,koala-13b,l
952,oasst-pythia-12b,stablelm-tuned-alpha-7b,l
953,vicuna-13b,chatglm-6b,l
954,alpaca-13b,oasst-pythia-12b,l
955,alpaca-13b,vicuna-13b,l
956,dolly-v2-12b,vicuna-13b,l
957,koala-13b,llama-13b,l
958,vicuna-13b,stablelm-tuned-alpha-7b,l
959,vicuna-13b,chatglm-6b,l
960,oasst-pythia-12b,stablelm-tuned-alpha-7b,l
961,oasst-pythia-12b,vicuna-13b,l
962,vicuna-13b,koala-13b,l
963,vicuna-13b,oasst-pythia-12b,l
964,vicuna-13b,koala-13b,l
965,oasst-pythia-12b,dolly-v2-12b,l
966,vicuna-13b,llama-13b,l
967,llama-13b,vicuna-13b,l
968,vicuna-13b,oasst-pythia-12b,l
969,stablelm-tuned-alpha-7b,vicuna-13b,l
970,oasst-pythia-12b,koala-13b,l
971,vicuna-13b,alpaca-13b,l
972,vicuna-13b,llama-13b,l
973,koala-13b,stablelm-tuned-alpha-7b,l
974,koala-13b,vicuna-13b,l
975,stablelm-tuned-alpha-7b,vicuna-13b,l
976,koala-13b,vicuna-13b,l
977,llama-13b,vicuna-13b,l
978,llama-13b,vicuna-13b,l
979,koala-13b,vicuna-13b,l
980,vicuna-13b,llama-13b,l
981,oasst-pythia-12b,vicuna-13b,l
982,vicuna-13b,stablelm-tuned-alpha-7b,l
983,vicuna-13b,koala-13b,l
984,alpaca-13b,vicuna-13b,l
985,stablelm-tuned-alpha-7b,vicuna-13b,l
986,vicuna-13b,koala-13b,l
987,llama-13b,vicuna-13b,l
988,vicuna-13b,oasst-pythia-12b,l
989,alpaca-13b,vicuna-13b,l
990,alpaca-13b,llama-13b,l
991,oasst-pythia-12b,vicuna-13b,l
992,vicuna-13b,llama-13b,l
993,vicuna-13b,oasst-pythia-12b,l
994,vicuna-13b,koala-13b,l
995,koala-13b,stablelm-tuned-alpha-7b,l
996,vicuna-13b,alpaca-13b,l
997,koala-13b,chatglm-6b,l
998,vicuna-13b,koala-13b,l
999,koala-13b,vicuna-13b,l
1000,vicuna-13b,koala-13b,l
1001,vicuna-13b,oasst-pythia-12b,l
1002,oasst-pythia-12b,vicuna-13b,l
1003,llama-13b,dolly-v2-12b,l
1004,vicuna-13b,stablelm-tuned-alpha-7b,l
1005,llama-13b,koala-13b,l
1006,koala-13b,dolly-v2-12b,l
1007,koala-13b,chatglm-6b,l
1008,dolly-v2-12b,koala-13b,l
1009,oasst-pythia-12b,vicuna-13b,l
1010,vicuna-13b,oasst-pythia-12b,l
1011,llama-13b,oasst-pythia-12b,l
1012,vicuna-13b,koala-13b,l
1013,vicuna-13b,oasst-pythia-12b,l
1014,vicuna-13b,koala-13b,l
1015,stablelm-tuned-alpha-7b,vicuna-13b,l
1016,chatglm-6b,oasst-pythia-12b,l
1017,vicuna-13b,chatglm-6b,l
1018,vicuna-13b,oasst-pythia-12b,l
1019,vicuna-13b,alpaca-13b,l
1020,chatglm-6b,vicuna-13b,l
1021,oasst-pythia-12b,vicuna-13b,l
1022,vicuna-13b,stablelm-tuned-alpha-7b,l
1023,dolly-v2-12b,vicuna-13b,l
1024,vicuna-13b,alpaca-13b,l
1025,koala-13b,oasst-pythia-12b,l
1026,stablelm-tuned-alpha-7b,koala-13b,l
1027,vicuna-13b,koala-13b,l
1028,alpaca-13b,vicuna-13b,l
1029,vicuna-13b,koala-13b,l
1030,vicuna-13b,koala-13b,l
1031,oasst-pythia-12b,vicuna-13b,l
1032,koala-13b,vicuna-13b,l
1033,koala-13b,stablelm-tuned-alpha-7b,l
1034,koala-13b,chatglm-6b,l
1035,vicuna-13b,koala-13b,l
1036,koala-13b,vicuna-13b,l
1037,koala-13b,dolly-v2-12b,l
1038,vicuna-13b,alpaca-13b,l
1039,vicuna-13b,chatglm-6b,l
1040,dolly-v2-12b,vicuna-13b,l
1041,koala-13b,vicuna-13b,l
1042,alpaca-13b,vicuna-13b,l
1043,vicuna-13b,stablelm-tuned-alpha-7b,l
1044,koala-13b,vicuna-13b,l
1045,vicuna-13b,dolly-v2-12b,l
1046,vicuna-13b,stablelm-tuned-alpha-7b,l
1047,alpaca-13b,vicuna-13b,l
1048,vicuna-13b,chatglm-6b,l
1049,oasst-pythia-12b,vicuna-13b,l
1050,vicuna-13b,oasst-pythia-12b,l
1051,koala-13b,vicuna-13b,l
1052,koala-13b,stablelm-tuned-alpha-7b,l
1053,oasst-pythia-12b,koala-13b,l
1054,vicuna-13b,oasst-pythia-12b,l
1055,vicuna-13b,koala-13b,l
1056,koala-13b,vicuna-13b,l
1057,vicuna-13b,alpaca-13b,l
1058,vicuna-13b,dolly-v2-12b,l
1059,alpaca-13b,koala-13b,l
1060,oasst-pythia-12b,koala-13b,l
1061,vicuna-13b,koala-13b,l
1062,dolly-v2-12b,vicuna-13b,l
1063,koala-13b,vicuna-13b,l
1064,koala-13b,vicuna-13b,l
1065,koala-13b,alpaca-13b,l
1066,vicuna-13b,chatglm-6b,l
1067,alpaca-13b,vicuna-13b,l
1068,koala-13b,alpaca-13b,l
1069,koala-13b,oasst-pythia-12b,l
1070,koala-13b,stablelm-tuned-alpha-7b,l
1071,alpaca-13b,vicuna-13b,l
1072,dolly-v2-12b,vicuna-13b,l
1073,vicuna-13b,chatglm-6b,l
1074,vicuna-13b,koala-13b,l
1075,vicuna-13b,stablelm-tuned-alpha-7b,l
1076,vicuna-13b,koala-13b,l
1077,oasst-pythia-12b,llama-13b,l
1078,vicuna-13b,koala-13b,l
1079,dolly-v2-12b,vicuna-13b,l
1080,vicuna-13b,oasst-pythia-12b,l
1081,vicuna-13b,dolly-v2-12b,l
1082,llama-13b,koala-13b,l
1083,vicuna-13b,stablelm-tuned-alpha-7b,l
1084,vicuna-13b,koala-13b,l
1085,vicuna-13b,koala-13b,l
1086,vicuna-13b,koala-13b,l
1087,vicuna-13b,koala-13b,l
1088,koala-13b,vicuna-13b,l
1089,chatglm-6b,dolly-v2-12b,l
1090,vicuna-13b,dolly-v2-12b,l
1091,vicuna-13b,koala-13b,l
1092,vicuna-13b,chatglm-6b,l
1093,vicuna-13b,koala-13b,l
1094,vicuna-13b,koala-13b,l
1095,chatglm-6b,oasst-pythia-12b,l
1096,vicuna-13b,koala-13b,l
1097,vicuna-13b,koala-13b,l
1098,dolly-v2-12b,koala-13b,l
1099,koala-13b,vicuna-13b,l
1100,koala-13b,stablelm-tuned-alpha-7b,l
1101,chatglm-6b,llama-13b,l
1102,llama-13b,koala-13b,l
1103,vicuna-13b,llama-13b,l
1104,vicuna-13b,stablelm-tuned-alpha-7b,l
1105,alpaca-13b,oasst-pythia-12b,l
1106,koala-13b,alpaca-13b,l
1107,koala-13b,dolly-v2-12b,l
1108,alpaca-13b,vicuna-13b,l
1109,stablelm-tuned-alpha-7b,llama-13b,l
1110,stablelm-tuned-alpha-7b,oasst-pythia-12b,l
1111,koala-13b,vicuna-13b,l
1112,llama-13b,stablelm-tuned-alpha-7b,l
1113,dolly-v2-12b,alpaca-13b,l
1114,oasst-pythia-12b,chatglm-6b,l
1115,vicuna-13b,stablelm-tuned-alpha-7b,l
1116,stablelm-tuned-alpha-7b,koala-13b,l
1117,llama-13b,alpaca-13b,l
1118,llama-13b,stablelm-tuned-alpha-7b,l
1119,alpaca-13b,oasst-pythia-12b,l
1120,koala-13b,dolly-v2-12b,l
1121,oasst-pythia-12b,vicuna-13b,l
1122,koala-13b,stablelm-tuned-alpha-7b,l
1123,koala-13b,llama-13b,l
1124,chatglm-6b,alpaca-13b,l
1125,chatglm-6b,vicuna-13b,l
1126,vicuna-13b,alpaca-13b,l
1127,oasst-pythia-12b,vicuna-13b,l
1128,vicuna-13b,dolly-v2-12b,l
1129,vicuna-13b,koala-13b,l
1130,vicuna-13b,koala-13b,l
1131,oasst-pythia-12b,vicuna-13b,l
1132,vicuna-13b,oasst-pythia-12b,l
1133,dolly-v2-12b,koala-13b,l
1134,alpaca-13b,oasst-pythia-12b,l
1135,oasst-pythia-12b,vicuna-13b,l
1136,koala-13b,vicuna-13b,l
1137,chatglm-6b,alpaca-13b,l
1138,llama-13b,koala-13b,l
1139,alpaca-13b,llama-13b,l
1140,stablelm-tuned-alpha-7b,vicuna-13b,l
1141,llama-13b,dolly-v2-12b,l
1142,vicuna-13b,koala-13b,l
1143,oasst-pythia-12b,koala-13b,l
1144,stablelm-tuned-alpha-7b,oasst-pythia-12b,l
1145,dolly-v2-12b,alpaca-13b,l
1146,alpaca-13b,stablelm-tuned-alpha-7b,l
1147,koala-13b,alpaca-13b,l
1148,koala-13b,vicuna-13b,l
1149,koala-13b,dolly-v2-12b,l
1150,stablelm-tuned-alpha-7b,koala-13b,l
1151,llama-13b,koala-13b,l
1152,alpaca-13b,koala-13b,l
1153,chatglm-6b,vicuna-13b,l
1154,koala-13b,stablelm-tuned-alpha-7b,l
1155,alpaca-13b,stablelm-tuned-alpha-7b,l
1156,stablelm-tuned-alpha-7b,dolly-v2-12b,l
1157,stablelm-tuned-alpha-7b,vicuna-13b,l
1158,vicuna-13b,dolly-v2-12b,l
1159,oasst-pythia-12b,alpaca-13b,l
1160,stablelm-tuned-alpha-7b,dolly-v2-12b,l
1161,alpaca-13b,llama-13b,l
1162,oasst-pythia-12b,stablelm-tuned-alpha-7b,l
1163,llama-13b,koala-13b,l
1164,stablelm-tuned-alpha-7b,koala-13b,l
1165,alpaca-13b,llama-13b,l
1166,chatglm-6b,koala-13b,l
1167,llama-13b,vicuna-13b,l
1168,alpaca-13b,llama-13b,l
1169,chatglm-6b,dolly-v2-12b,l
1170,vicuna-13b,chatglm-6b,l
1171,stablelm-tuned-alpha-7b,alpaca-13b,l
1172,chatglm-6b,dolly-v2-12b,l
1173,alpaca-13b,stablelm-tuned-alpha-7b,l
1174,llama-13b,koala-13b,l
1175,oasst-pythia-12b,llama-13b,l
1176,oasst-pythia-12b,koala-13b,l
1177,oasst-pythia-12b,alpaca-13b,l
1178,oasst-pythia-12b,alpaca-13b,l
1179,stablelm-tuned-alpha-7b,chatglm-6b,l
1180,stablelm-tuned-alpha-7b,dolly-v2-12b,l
1181,alpaca-13b,stablelm-tuned-alpha-7b,l
1182,llama-13b,vicuna-13b,l
1183,stablelm-tuned-alpha-7b,dolly-v2-12b,l
1184,koala-13b,stablelm-tuned-alpha-7b,l
1185,vicuna-13b,koala-13b,l
1186,vicuna-13b,oasst-pythia-12b,l
1187,vicuna-13b,chatglm-6b,l
1188,dolly-v2-12b,llama-13b,l
1189,oasst-pythia-12b,vicuna-13b,l
1190,alpaca-13b,chatglm-6b,l
1191,oasst-pythia-12b,stablelm-tuned-alpha-7b,l
1192,stablelm-tuned-alpha-7b,dolly-v2-12b,l
1193,vicuna-13b,chatglm-6b,l
1194,koala-13b,vicuna-13b,l
1195,vicuna-13b,stablelm-tuned-alpha-7b,l
1196,dolly-v2-12b,vicuna-13b,l
1197,llama-13b,stablelm-tuned-alpha-7b,l
1198,llama-13b,vicuna-13b,l
1199,stablelm-tuned-alpha-7b,dolly-v2-12b,l
1200,vicuna-13b,alpaca-13b,l
1201,koala-13b,vicuna-13b,l
1202,chatglm-6b,vicuna-13b,l
1203,vicuna-13b,stablelm-tuned-alpha-7b,l
1204,dolly-v2-12b,llama-13b,l
1205,vicuna-13b,alpaca-13b,l
1206,oasst-pythia-12b,stablelm-tuned-alpha-7b,l
1207,dolly-v2-12b,alpaca-13b,l
1208,stablelm-tuned-alpha-7b,koala-13b,l
1209,alpaca-13b,vicuna-13b,l
1210,alpaca-13b,llama-13b,l
1211,llama-13b,dolly-v2-12b,l
1212,alpaca-13b,vicuna-13b,l
1213,koala-13b,stablelm-tuned-alpha-7b,l
1214,koala-13b,alpaca-13b,l
1215,stablelm-tuned-alpha-7b,oasst-pythia-12b,l
1216,alpaca-13b,vicuna-13b,l
1217,oasst-pythia-12b,dolly-v2-12b,l
1218,dolly-v2-12b,llama-13b,l
1219,llama-13b,stablelm-tuned-alpha-7b,l
1220,koala-13b,dolly-v2-12b,l
1221,llama-13b,oasst-pythia-12b,l
1222,stablelm-tuned-alpha-7b,llama-13b,l
1223,koala-13b,vicuna-13b,l
1224,stablelm-tuned-alpha-7b,dolly-v2-12b,l
1225,vicuna-13b,oasst-pythia-12b,l
1226,alpaca-13b,vicuna-13b,l
1227,alpaca-13b,koala-13b,l
1228,koala-13b,stablelm-tuned-alpha-7b,l
1229,dolly-v2-12b,oasst-pythia-12b,l
1230,koala-13b,vicuna-13b,l
1231,stablelm-tuned-alpha-7b,dolly-v2-12b,l
1232,stablelm-tuned-alpha-7b,llama-13b,l
1233,stablelm-tuned-alpha-7b,chatglm-6b,l
1234,koala-13b,llama-13b,l
1235,dolly-v2-12b,stablelm-tuned-alpha-7b,l
1236,alpaca-13b,chatglm-6b,l
1237,koala-13b,oasst-pythia-12b,l
1238,llama-13b,dolly-v2-12b,l
1239,vicuna-13b,koala-13b,l
1240,vicuna-13b,stablelm-tuned-alpha-7b,l
1241,stablelm-tuned-alpha-7b,vicuna-13b,l
1242,alpaca-13b,vicuna-13b,l
1243,chatglm-6b,llama-13b,l
1244,oasst-pythia-12b,vicuna-13b,l
1245,koala-13b,oasst-pythia-12b,l
1246,vicuna-13b,koala-13b,l
1247,oasst-pythia-12b,vicuna-13b,l
1248,alpaca-13b,vicuna-13b,l
1249,vicuna-13b,stablelm-tuned-alpha-7b,l
1250,koala-13b,vicuna-13b,l
1251,llama-13b,dolly-v2-12b,l
1252,alpaca-13b,stablelm-tuned-alpha-7b,l
1253,dolly-v2-12b,vicuna-13b,l
1254,koala-13b,chatglm-6b,l
1255,dolly-v2-12b,vicuna-13b,l
1256,koala-13b,vicuna-13b,l
1257,vicuna-13b,oasst-pythia-12b,l
1258,alpaca-13b,oasst-pythia-12b,l
1259,oasst-pythia-12b,dolly-v2-12b,l
1260,chatglm-6b,alpaca-13b,l
1261,stablelm-tuned-alpha-7b,alpaca-13b,l
1262,alpaca-13b,llama-13b,l
1263,stablelm-tuned-alpha-7b,koala-13b,l
1264,vicuna-13b,stablelm-tuned-alpha-7b,l
1265,alpaca-13b,dolly-v2-12b,l
1266,koala-13b,chatglm-6b,l
1267,alpaca-13b,koala-13b,l
1268,llama-13b,koala-13b,l
1269,llama-13b,alpaca-13b,l
1270,stablelm-tuned-alpha-7b,alpaca-13b,l
1271,alpaca-13b,chatglm-6b,l
1272,llama-13b,alpaca-13b,l
1273,dolly-v2-12b,chatglm-6b,l
1274,vicuna-13b,koala-13b,l
1275,alpaca-13b,vicuna-13b,l
1276,dolly-v2-12b,llama-13b,l
1277,stablelm-tuned-alpha-7b,koala-13b,l
1278,stablelm-tuned-alpha-7b,chatglm-6b,l
1279,chatglm-6b,oasst-pythia-12b,l
1280,dolly-v2-12b,llama-13b,l
1281,oasst-pythia-12b,chatglm-6b,l
1282,oasst-pythia-12b,vicuna-13b,l
1283,koala-13b,stablelm-tuned-alpha-7b,l
1284,alpaca-13b,stablelm-tuned-alpha-7b,l
1285,koala-13b,chatglm-6b,l
1286,dolly-v2-12b,stablelm-tuned-alpha-7b,l
1287,koala-13b,vicuna-13b,l
1288,llama-13b,vicuna-13b,l
1289,chatglm-6b,oasst-pythia-12b,l
1290,vicuna-13b,koala-13b,l
1291,alpaca-13b,oasst-pythia-12b,l
1292,stablelm-tuned-alpha-7b,dolly-v2-12b,l
1293,stablelm-tuned-alpha-7b,oasst-pythia-12b,l
1294,stablelm-tuned-alpha-7b,dolly-v2-12b,l
1295,vicuna-13b,koala-13b,l
1296,chatglm-6b,alpaca-13b,l
1297,dolly-v2-12b,alpaca-13b,l
1298,alpaca-13b,oasst-pythia-12b,l
1299,dolly-v2-12b,oasst-pythia-12b,l
1300,alpaca-13b,vicuna-13b,l
1301,llama-13b,koala-13b,l
1302,stablelm-tuned-alpha-7b,dolly-v2-12b,l
1303,vicuna-13b,alpaca-13b,l
1304,vicuna-13b,koala-13b,l
1305,koala-13b,oasst-pythia-12b,l
1306,vicuna-13b,koala-13b,l
1307,dolly-v2-12b,koala-13b,l
1308,koala-13b,alpaca-13b,l
1309,dolly-v2-12b,koala-13b,l
1310,vicuna-13b,dolly-v2-12b,l
1311,oasst-pythia-12b,chatglm-6b,l
1312,dolly-v2-12b,vicuna-13b,l
1313,alpaca-13b,chatglm-6b,l
1314,vicuna-13b,oasst-pythia-12b,l
1315,stablelm-tuned-alpha-7b,dolly-v2-12b,l
1316,dolly-v2-12b,alpaca-13b,l
1317,llama-13b,oasst-pythia-12b,l
1318,llama-13b,koala-13b,l
