Number,model_a,model_b,result
859,llama-13b,koala-13b,l
861,koala-13b,vicuna-13b,l
862,vicuna-13b,koala-13b,w
863,vicuna-13b,koala-13b,w
864,vicuna-13b,alpaca-13b,w
865,stablelm-tuned-alpha-7b,vicuna-13b,l
866,koala-13b,oasst-pythia-12b,w
867,vicuna-13b,koala-13b,l
868,vicuna-13b,dolly-v2-12b,w
874,oasst-pythia-12b,vicuna-13b,w
875,vicuna-13b,dolly-v2-12b,l
876,vicuna-13b,koala-13b,w
878,dolly-v2-12b,vicuna-13b,l
879,alpaca-13b,dolly-v2-12b,w
880,vicuna-13b,dolly-v2-12b,w
881,stablelm-tuned-alpha-7b,oasst-pythia-12b,w
882,vicuna-13b,chatglm-6b,w
883,stablelm-tuned-alpha-7b,vicuna-13b,l
885,koala-13b,stablelm-tuned-alpha-7b,w
886,vicuna-13b,koala-13b,w
887,vicuna-13b,chatglm-6b,w
890,oasst-pythia-12b,vicuna-13b,w
891,llama-13b,vicuna-13b,l
892,stablelm-tuned-alpha-7b,vicuna-13b,l
893,vicuna-13b,oasst-pythia-12b,w
894,vicuna-13b,oasst-pythia-12b,w
896,llama-13b,vicuna-13b,l
897,vicuna-13b,oasst-pythia-12b,l
899,dolly-v2-12b,vicuna-13b,l
900,oasst-pythia-12b,koala-13b,l
902,chatglm-6b,vicuna-13b,l
904,vicuna-13b,oasst-pythia-12b,w
905,vicuna-13b,oasst-pythia-12b,w
907,chatglm-6b,koala-13b,l
908,koala-13b,vicuna-13b,l
909,koala-13b,vicuna-13b,l
911,vicuna-13b,stablelm-tuned-alpha-7b,w
914,vicuna-13b,stablelm-tuned-alpha-7b,w
915,dolly-v2-12b,oasst-pythia-12b,w
916,llama-13b,dolly-v2-12b,l
919,koala-13b,vicuna-13b,l
920,stablelm-tuned-alpha-7b,koala-13b,l
922,oasst-pythia-12b,vicuna-13b,l
923,vicuna-13b,chatglm-6b,w
924,alpaca-13b,vicuna-13b,l
926,vicuna-13b,koala-13b,l
928,vicuna-13b,koala-13b,l
929,stablelm-tuned-alpha-7b,vicuna-13b,l
930,vicuna-13b,oasst-pythia-12b,w
931,oasst-pythia-12b,llama-13b,l
934,vicuna-13b,llama-13b,l
935,alpaca-13b,oasst-pythia-12b,l
936,alpaca-13b,dolly-v2-12b,l
937,koala-13b,vicuna-13b,l
938,vicuna-13b,dolly-v2-12b,l
939,dolly-v2-12b,koala-13b,l
940,vicuna-13b,stablelm-tuned-alpha-7b,w
941,dolly-v2-12b,vicuna-13b,l
942,vicuna-13b,dolly-v2-12b,w
943,vicuna-13b,oasst-pythia-12b,w
946,koala-13b,oasst-pythia-12b,w
947,stablelm-tuned-alpha-7b,oasst-pythia-12b,l
948,vicuna-13b,koala-13b,w
949,koala-13b,vicuna-13b,w
950,vicuna-13b,oasst-pythia-12b,l
951,stablelm-tuned-alpha-7b,koala-13b,l
952,oasst-pythia-12b,stablelm-tuned-alpha-7b,w
953,vicuna-13b,chatglm-6b,l
954,alpaca-13b,oasst-pythia-12b,w
955,alpaca-13b,vicuna-13b,l
956,dolly-v2-12b,vicuna-13b,l
957,koala-13b,llama-13b,l
959,vicuna-13b,chatglm-6b,w
960,oasst-pythia-12b,stablelm-tuned-alpha-7b,l
962,vicuna-13b,koala-13b,l
963,vicuna-13b,oasst-pythia-12b,w
965,oasst-pythia-12b,dolly-v2-12b,w
966,vicuna-13b,llama-13b,w
967,llama-13b,vicuna-13b,l
968,vicuna-13b,oasst-pythia-12b,w
969,stablelm-tuned-alpha-7b,vicuna-13b,l
970,oasst-pythia-12b,koala-13b,w
972,vicuna-13b,llama-13b,w
973,koala-13b,stablelm-tuned-alpha-7b,w
974,koala-13b,vicuna-13b,l
975,stablelm-tuned-alpha-7b,vicuna-13b,l
976,koala-13b,vicuna-13b,l
977,llama-13b,vicuna-13b,l
978,llama-13b,vicuna-13b,l
979,koala-13b,vicuna-13b,l
980,vicuna-13b,llama-13b,w
981,oasst-pythia-12b,vicuna-13b,w
982,vicuna-13b,stablelm-tuned-alpha-7b,w
983,vicuna-13b,koala-13b,w
984,alpaca-13b,vicuna-13b,l
985,stablelm-tuned-alpha-7b,vicuna-13b,w
986,vicuna-13b,koala-13b,w
987,llama-13b,vicuna-13b,l
988,vicuna-13b,oasst-pythia-12b,w
989,alpaca-13b,vicuna-13b,l
990,alpaca-13b,llama-13b,w
991,oasst-pythia-12b,vicuna-13b,l
992,vicuna-13b,llama-13b,w
993,vicuna-13b,oasst-pythia-12b,w
994,vicuna-13b,koala-13b,l
995,koala-13b,stablelm-tuned-alpha-7b,w
996,vicuna-13b,alpaca-13b,w
997,koala-13b,chatglm-6b,w
998,vicuna-13b,koala-13b,w
999,koala-13b,vicuna-13b,w
1000,vicuna-13b,koala-13b,w
1001,vicuna-13b,oasst-pythia-12b,l
1002,oasst-pythia-12b,vicuna-13b,w
1003,llama-13b,dolly-v2-12b,l
1004,vicuna-13b,stablelm-tuned-alpha-7b,w
1005,llama-13b,koala-13b,l
1007,koala-13b,chatglm-6b,w
1008,dolly-v2-12b,koala-13b,l
1009,oasst-pythia-12b,vicuna-13b,l
1010,vicuna-13b,oasst-pythia-12b,l
1011,llama-13b,oasst-pythia-12b,l
1012,vicuna-13b,koala-13b,l
1013,vicuna-13b,oasst-pythia-12b,l
1014,vicuna-13b,koala-13b,w
1015,stablelm-tuned-alpha-7b,vicuna-13b,l
1017,vicuna-13b,chatglm-6b,w
1018,vicuna-13b,oasst-pythia-12b,w
1022,vicuna-13b,stablelm-tuned-alpha-7b,w
1024,vicuna-13b,alpaca-13b,w
1027,vicuna-13b,koala-13b,l
1028,alpaca-13b,vicuna-13b,l
1029,vicuna-13b,koala-13b,w
1030,vicuna-13b,koala-13b,l
1031,oasst-pythia-12b,vicuna-13b,l
1032,koala-13b,vicuna-13b,l
1033,koala-13b,stablelm-tuned-alpha-7b,w
1034,koala-13b,chatglm-6b,w
1035,vicuna-13b,koala-13b,l
1037,koala-13b,dolly-v2-12b,l
1038,vicuna-13b,alpaca-13b,w
1040,dolly-v2-12b,vicuna-13b,l
1041,koala-13b,vicuna-13b,l
1042,alpaca-13b,vicuna-13b,l
1043,vicuna-13b,stablelm-tuned-alpha-7b,w
1044,koala-13b,vicuna-13b,w
1045,vicuna-13b,dolly-v2-12b,w
1046,vicuna-13b,stablelm-tuned-alpha-7b,w
1047,alpaca-13b,vicuna-13b,w
1049,oasst-pythia-12b,vicuna-13b,l
1050,vicuna-13b,oasst-pythia-12b,w
1051,koala-13b,vicuna-13b,l
1052,koala-13b,stablelm-tuned-alpha-7b,w
1054,vicuna-13b,oasst-pythia-12b,w
1055,vicuna-13b,koala-13b,l
1057,vicuna-13b,alpaca-13b,w
1058,vicuna-13b,dolly-v2-12b,l
1059,alpaca-13b,koala-13b,l
1060,oasst-pythia-12b,koala-13b,l
1062,dolly-v2-12b,vicuna-13b,l
1064,koala-13b,vicuna-13b,w
1065,koala-13b,alpaca-13b,l
1066,vicuna-13b,chatglm-6b,w
1067,alpaca-13b,vicuna-13b,l
1068,koala-13b,alpaca-13b,w
1069,koala-13b,oasst-pythia-12b,w
1070,koala-13b,stablelm-tuned-alpha-7b,w
1073,vicuna-13b,chatglm-6b,w
1074,vicuna-13b,koala-13b,w
1076,vicuna-13b,koala-13b,w
1077,oasst-pythia-12b,llama-13b,w
1078,vicuna-13b,koala-13b,w
1079,dolly-v2-12b,vicuna-13b,l
1080,vicuna-13b,oasst-pythia-12b,w
1081,vicuna-13b,dolly-v2-12b,w
1082,llama-13b,koala-13b,l
1084,vicuna-13b,koala-13b,w
1086,vicuna-13b,koala-13b,l
1087,vicuna-13b,koala-13b,w
1088,koala-13b,vicuna-13b,l
1090,vicuna-13b,dolly-v2-12b,w
1091,vicuna-13b,koala-13b,w
1093,vicuna-13b,koala-13b,w
1094,vicuna-13b,koala-13b,w
1096,vicuna-13b,koala-13b,w
1097,vicuna-13b,koala-13b,w
1098,dolly-v2-12b,koala-13b,l
1100,koala-13b,stablelm-tuned-alpha-7b,w
1101,chatglm-6b,llama-13b,l
1102,llama-13b,koala-13b,w
1103,vicuna-13b,llama-13b,w
1104,vicuna-13b,stablelm-tuned-alpha-7b,w
1105,alpaca-13b,oasst-pythia-12b,l
1107,koala-13b,dolly-v2-12b,w
1108,alpaca-13b,vicuna-13b,l
1109,stablelm-tuned-alpha-7b,llama-13b,l
1111,koala-13b,vicuna-13b,w
1112,llama-13b,stablelm-tuned-alpha-7b,l
1114,oasst-pythia-12b,chatglm-6b,l
1115,vicuna-13b,stablelm-tuned-alpha-7b,l
1116,stablelm-tuned-alpha-7b,koala-13b,w
1117,llama-13b,alpaca-13b,l
1118,llama-13b,stablelm-tuned-alpha-7b,l
1119,alpaca-13b,oasst-pythia-12b,w
1120,koala-13b,dolly-v2-12b,w
1121,oasst-pythia-12b,vicuna-13b,l
1122,koala-13b,stablelm-tuned-alpha-7b,w
1123,koala-13b,llama-13b,w
1126,vicuna-13b,alpaca-13b,w
1128,vicuna-13b,dolly-v2-12b,w
1129,vicuna-13b,koala-13b,l
1130,vicuna-13b,koala-13b,w
1131,oasst-pythia-12b,vicuna-13b,w
1132,vicuna-13b,oasst-pythia-12b,w
1133,dolly-v2-12b,koala-13b,w
1134,alpaca-13b,oasst-pythia-12b,l
1135,oasst-pythia-12b,vicuna-13b,l
1136,koala-13b,vicuna-13b,l
1137,chatglm-6b,alpaca-13b,l
1140,stablelm-tuned-alpha-7b,vicuna-13b,l
1141,llama-13b,dolly-v2-12b,w
1142,vicuna-13b,koala-13b,w
1143,oasst-pythia-12b,koala-13b,l
1144,stablelm-tuned-alpha-7b,oasst-pythia-12b,l
1145,dolly-v2-12b,alpaca-13b,l
1146,alpaca-13b,stablelm-tuned-alpha-7b,l
1147,koala-13b,alpaca-13b,l
1150,stablelm-tuned-alpha-7b,koala-13b,l
1151,llama-13b,koala-13b,l
1152,alpaca-13b,koala-13b,w
1153,chatglm-6b,vicuna-13b,l
1157,stablelm-tuned-alpha-7b,vicuna-13b,l
1161,alpaca-13b,llama-13b,w
1162,oasst-pythia-12b,stablelm-tuned-alpha-7b,w
1164,stablelm-tuned-alpha-7b,koala-13b,l
1165,alpaca-13b,llama-13b,l
1166,chatglm-6b,koala-13b,l
1167,llama-13b,vicuna-13b,l
1169,chatglm-6b,dolly-v2-12b,w
1171,stablelm-tuned-alpha-7b,alpaca-13b,w
1172,chatglm-6b,dolly-v2-12b,l
1173,alpaca-13b,stablelm-tuned-alpha-7b,w
1175,oasst-pythia-12b,llama-13b,w
1176,oasst-pythia-12b,koala-13b,l
1177,oasst-pythia-12b,alpaca-13b,l
1178,oasst-pythia-12b,alpaca-13b,w
1179,stablelm-tuned-alpha-7b,chatglm-6b,w
1180,stablelm-tuned-alpha-7b,dolly-v2-12b,l
1182,llama-13b,vicuna-13b,l
1183,stablelm-tuned-alpha-7b,dolly-v2-12b,l
1184,koala-13b,stablelm-tuned-alpha-7b,l
1187,vicuna-13b,chatglm-6b,w
1188,dolly-v2-12b,llama-13b,w
1189,oasst-pythia-12b,vicuna-13b,l
1191,oasst-pythia-12b,stablelm-tuned-alpha-7b,w
1192,stablelm-tuned-alpha-7b,dolly-v2-12b,w
1193,vicuna-13b,chatglm-6b,l
1194,koala-13b,vicuna-13b,w
1195,vicuna-13b,stablelm-tuned-alpha-7b,w
1196,dolly-v2-12b,vicuna-13b,l
1197,llama-13b,stablelm-tuned-alpha-7b,l
1199,stablelm-tuned-alpha-7b,dolly-v2-12b,l
1200,vicuna-13b,alpaca-13b,w
1202,chatglm-6b,vicuna-13b,l
1203,vicuna-13b,stablelm-tuned-alpha-7b,l
1205,vicuna-13b,alpaca-13b,w
1206,oasst-pythia-12b,stablelm-tuned-alpha-7b,w
1207,dolly-v2-12b,alpaca-13b,l
1208,stablelm-tuned-alpha-7b,koala-13b,l
1209,alpaca-13b,vicuna-13b,l
1211,llama-13b,dolly-v2-12b,l
1213,koala-13b,stablelm-tuned-alpha-7b,w
1214,koala-13b,alpaca-13b,w
1215,stablelm-tuned-alpha-7b,oasst-pythia-12b,l
1216,alpaca-13b,vicuna-13b,l
1218,dolly-v2-12b,llama-13b,l
1219,llama-13b,stablelm-tuned-alpha-7b,w
1220,koala-13b,dolly-v2-12b,w
1221,llama-13b,oasst-pythia-12b,l
1222,stablelm-tuned-alpha-7b,llama-13b,l
1224,stablelm-tuned-alpha-7b,dolly-v2-12b,l
1225,vicuna-13b,oasst-pythia-12b,w
1226,alpaca-13b,vicuna-13b,w
1227,alpaca-13b,koala-13b,l
1228,koala-13b,stablelm-tuned-alpha-7b,w
1229,dolly-v2-12b,oasst-pythia-12b,l
1230,koala-13b,vicuna-13b,w
1231,stablelm-tuned-alpha-7b,dolly-v2-12b,w
1232,stablelm-tuned-alpha-7b,llama-13b,w
1233,stablelm-tuned-alpha-7b,chatglm-6b,l
1234,koala-13b,llama-13b,w
1236,alpaca-13b,chatglm-6b,l
1238,llama-13b,dolly-v2-12b,l
1239,vicuna-13b,koala-13b,w
1240,vicuna-13b,stablelm-tuned-alpha-7b,l
1241,stablelm-tuned-alpha-7b,vicuna-13b,l
1242,alpaca-13b,vicuna-13b,l
1243,chatglm-6b,llama-13b,w
1244,oasst-pythia-12b,vicuna-13b,l
1245,koala-13b,oasst-pythia-12b,l
1246,vicuna-13b,koala-13b,l
1247,oasst-pythia-12b,vicuna-13b,w
1248,alpaca-13b,vicuna-13b,l
1249,vicuna-13b,stablelm-tuned-alpha-7b,w
1251,llama-13b,dolly-v2-12b,l
1255,dolly-v2-12b,vicuna-13b,l
1257,vicuna-13b,oasst-pythia-12b,w
1258,alpaca-13b,oasst-pythia-12b,w
1260,chatglm-6b,alpaca-13b,w
1261,stablelm-tuned-alpha-7b,alpaca-13b,l
1262,alpaca-13b,llama-13b,l
1264,vicuna-13b,stablelm-tuned-alpha-7b,w
1265,alpaca-13b,dolly-v2-12b,w
1267,alpaca-13b,koala-13b,w
1268,llama-13b,koala-13b,l
1272,llama-13b,alpaca-13b,l
1273,dolly-v2-12b,chatglm-6b,w
1275,alpaca-13b,vicuna-13b,l
1276,dolly-v2-12b,llama-13b,l
1277,stablelm-tuned-alpha-7b,koala-13b,w
1279,chatglm-6b,oasst-pythia-12b,w
1281,oasst-pythia-12b,chatglm-6b,w
1282,oasst-pythia-12b,vicuna-13b,w
1283,koala-13b,stablelm-tuned-alpha-7b,w
1284,alpaca-13b,stablelm-tuned-alpha-7b,w
1285,koala-13b,chatglm-6b,w
1286,dolly-v2-12b,stablelm-tuned-alpha-7b,l
1288,llama-13b,vicuna-13b,w
1289,chatglm-6b,oasst-pythia-12b,w
1290,vicuna-13b,koala-13b,w
1292,stablelm-tuned-alpha-7b,dolly-v2-12b,l
1295,vicuna-13b,koala-13b,l
1297,dolly-v2-12b,alpaca-13b,l
1298,alpaca-13b,oasst-pythia-12b,l
1301,llama-13b,koala-13b,l
1303,vicuna-13b,alpaca-13b,w
1304,vicuna-13b,koala-13b,w
1305,koala-13b,oasst-pythia-12b,l
1307,dolly-v2-12b,koala-13b,w
1309,dolly-v2-12b,koala-13b,l
1310,vicuna-13b,dolly-v2-12b,w
1311,oasst-pythia-12b,chatglm-6b,l
1313,alpaca-13b,chatglm-6b,w
1314,vicuna-13b,oasst-pythia-12b,w
1315,stablelm-tuned-alpha-7b,dolly-v2-12b,w
1316,dolly-v2-12b,alpaca-13b,l
1317,llama-13b,oasst-pythia-12b,w
1321,dolly-v2-12b,chatglm-6b,l
1324,alpaca-13b,dolly-v2-12b,w
1326,oasst-pythia-12b,llama-13b,l
1328,vicuna-13b,llama-13b,w
1330,llama-13b,dolly-v2-12b,w
1331,oasst-pythia-12b,koala-13b,l
1332,dolly-v2-12b,oasst-pythia-12b,w
1333,llama-13b,koala-13b,l
1334,koala-13b,oasst-pythia-12b,l
1335,alpaca-13b,llama-13b,w
1336,alpaca-13b,koala-13b,l
1337,vicuna-13b,dolly-v2-12b,w
1341,dolly-v2-12b,koala-13b,l
1342,vicuna-13b,dolly-v2-12b,l
1343,chatglm-6b,stablelm-tuned-alpha-7b,w
1345,llama-13b,stablelm-tuned-alpha-7b,l
1347,vicuna-13b,oasst-pythia-12b,w
1348,koala-13b,vicuna-13b,l
1349,alpaca-13b,koala-13b,w
1350,chatglm-6b,stablelm-tuned-alpha-7b,l
1352,stablelm-tuned-alpha-7b,llama-13b,w
1353,alpaca-13b,vicuna-13b,l
1355,chatglm-6b,dolly-v2-12b,w
1356,koala-13b,alpaca-13b,w
1357,oasst-pythia-12b,vicuna-13b,l
1358,chatglm-6b,koala-13b,w
1362,alpaca-13b,chatglm-6b,w
1363,vicuna-13b,oasst-pythia-12b,w
1364,oasst-pythia-12b,koala-13b,w
1365,dolly-v2-12b,alpaca-13b,l
1366,alpaca-13b,llama-13b,w
1367,oasst-pythia-12b,vicuna-13b,l
1368,vicuna-13b,dolly-v2-12b,w
1369,llama-13b,koala-13b,l
1370,chatglm-6b,vicuna-13b,l
1371,chatglm-6b,llama-13b,l
1373,chatglm-6b,vicuna-13b,l
1374,stablelm-tuned-alpha-7b,llama-13b,l
1375,llama-13b,stablelm-tuned-alpha-7b,l
1376,llama-13b,koala-13b,l
1377,llama-13b,dolly-v2-12b,w
1378,chatglm-6b,dolly-v2-12b,w
1380,stablelm-tuned-alpha-7b,alpaca-13b,l
1382,stablelm-tuned-alpha-7b,llama-13b,w
1384,koala-13b,alpaca-13b,l
1385,alpaca-13b,dolly-v2-12b,w
1386,koala-13b,stablelm-tuned-alpha-7b,w
1387,stablelm-tuned-alpha-7b,dolly-v2-12b,l
1388,oasst-pythia-12b,dolly-v2-12b,w
1389,chatglm-6b,alpaca-13b,l
1391,vicuna-13b,stablelm-tuned-alpha-7b,w
1392,koala-13b,oasst-pythia-12b,w
1393,vicuna-13b,alpaca-13b,w
1396,vicuna-13b,llama-13b,w
1397,koala-13b,alpaca-13b,w
1398,koala-13b,stablelm-tuned-alpha-7b,l
1399,vicuna-13b,llama-13b,w
1400,alpaca-13b,chatglm-6b,w
1401,alpaca-13b,llama-13b,w
1402,stablelm-tuned-alpha-7b,llama-13b,l
1405,vicuna-13b,chatglm-6b,w
1406,koala-13b,oasst-pythia-12b,w
1407,koala-13b,dolly-v2-12b,l
1408,oasst-pythia-12b,alpaca-13b,w
1409,koala-13b,llama-13b,w
1410,stablelm-tuned-alpha-7b,koala-13b,l
1411,alpaca-13b,chatglm-6b,l
1415,dolly-v2-12b,llama-13b,l
1417,llama-13b,alpaca-13b,l
1418,koala-13b,dolly-v2-12b,w
1419,stablelm-tuned-alpha-7b,alpaca-13b,l
1420,vicuna-13b,koala-13b,l
1422,vicuna-13b,koala-13b,l
1423,koala-13b,oasst-pythia-12b,l
1425,llama-13b,vicuna-13b,l
1426,dolly-v2-12b,alpaca-13b,l
1427,alpaca-13b,llama-13b,w
1428,vicuna-13b,dolly-v2-12b,w
1429,dolly-v2-12b,llama-13b,w
1430,oasst-pythia-12b,vicuna-13b,w
1431,vicuna-13b,llama-13b,w
1432,dolly-v2-12b,vicuna-13b,l
1433,dolly-v2-12b,vicuna-13b,l
1434,alpaca-13b,stablelm-tuned-alpha-7b,w
1435,dolly-v2-12b,llama-13b,w
1436,alpaca-13b,koala-13b,l
1437,koala-13b,llama-13b,w
1438,vicuna-13b,oasst-pythia-12b,w
1439,dolly-v2-12b,chatglm-6b,w
1440,alpaca-13b,dolly-v2-12b,w
1443,vicuna-13b,oasst-pythia-12b,w
1444,oasst-pythia-12b,chatglm-6b,l
1445,stablelm-tuned-alpha-7b,alpaca-13b,w
1447,vicuna-13b,alpaca-13b,w
1448,alpaca-13b,koala-13b,w
1449,alpaca-13b,koala-13b,l
1450,vicuna-13b,alpaca-13b,w
1451,koala-13b,vicuna-13b,w
1452,llama-13b,oasst-pythia-12b,l
1453,vicuna-13b,alpaca-13b,w
1454,alpaca-13b,dolly-v2-12b,w
1455,stablelm-tuned-alpha-7b,alpaca-13b,w
1457,dolly-v2-12b,chatglm-6b,w
1458,koala-13b,stablelm-tuned-alpha-7b,w
1459,llama-13b,chatglm-6b,w
1461,alpaca-13b,chatglm-6b,w
1462,vicuna-13b,koala-13b,w
1463,alpaca-13b,stablelm-tuned-alpha-7b,l
1464,vicuna-13b,koala-13b,w
1466,oasst-pythia-12b,dolly-v2-12b,l
1467,llama-13b,oasst-pythia-12b,l
1469,alpaca-13b,chatglm-6b,l
1470,alpaca-13b,vicuna-13b,l
1471,oasst-pythia-12b,alpaca-13b,l
1472,koala-13b,vicuna-13b,l
1473,chatglm-6b,vicuna-13b,l
1474,stablelm-tuned-alpha-7b,dolly-v2-12b,w
1477,vicuna-13b,oasst-pythia-12b,w
1478,vicuna-13b,alpaca-13b,w
1479,koala-13b,vicuna-13b,l
1480,stablelm-tuned-alpha-7b,llama-13b,w
1481,oasst-pythia-12b,stablelm-tuned-alpha-7b,w
1482,oasst-pythia-12b,vicuna-13b,l
1483,koala-13b,oasst-pythia-12b,w
1485,chatglm-6b,vicuna-13b,w
1488,koala-13b,oasst-pythia-12b,w
1490,vicuna-13b,koala-13b,w
1492,chatglm-6b,vicuna-13b,l
1493,vicuna-13b,oasst-pythia-12b,l
1496,koala-13b,dolly-v2-12b,l
1497,oasst-pythia-12b,alpaca-13b,w
1498,llama-13b,oasst-pythia-12b,l
1499,koala-13b,llama-13b,l
1501,stablelm-tuned-alpha-7b,alpaca-13b,l
1503,vicuna-13b,koala-13b,w
1504,vicuna-13b,oasst-pythia-12b,w
1505,llama-13b,alpaca-13b,l
1507,vicuna-13b,dolly-v2-12b,l
1508,stablelm-tuned-alpha-7b,llama-13b,w
1509,alpaca-13b,koala-13b,l
1510,llama-13b,vicuna-13b,l
1511,koala-13b,vicuna-13b,l
1512,koala-13b,oasst-pythia-12b,w
1513,dolly-v2-12b,llama-13b,w
1514,llama-13b,dolly-v2-12b,w
1515,stablelm-tuned-alpha-7b,vicuna-13b,l
1517,dolly-v2-12b,alpaca-13b,l
1519,koala-13b,oasst-pythia-12b,l
1521,koala-13b,alpaca-13b,w
1522,chatglm-6b,stablelm-tuned-alpha-7b,w
1523,alpaca-13b,llama-13b,w
1524,alpaca-13b,chatglm-6b,l
1525,chatglm-6b,dolly-v2-12b,l
1526,oasst-pythia-12b,dolly-v2-12b,l
1527,koala-13b,chatglm-6b,w
1531,stablelm-tuned-alpha-7b,alpaca-13b,l
1532,llama-13b,chatglm-6b,l
1533,stablelm-tuned-alpha-7b,chatglm-6b,w
1535,koala-13b,dolly-v2-12b,w
1536,koala-13b,alpaca-13b,l
1537,stablelm-tuned-alpha-7b,alpaca-13b,l
1538,stablelm-tuned-alpha-7b,llama-13b,l
1539,vicuna-13b,alpaca-13b,w
1541,oasst-pythia-12b,stablelm-tuned-alpha-7b,l
1542,koala-13b,vicuna-13b,l
1543,dolly-v2-12b,chatglm-6b,w
1544,vicuna-13b,llama-13b,l
1547,vicuna-13b,dolly-v2-12b,w
1548,llama-13b,stablelm-tuned-alpha-7b,w
1549,vicuna-13b,stablelm-tuned-alpha-7b,w
1550,oasst-pythia-12b,vicuna-13b,w
1551,chatglm-6b,vicuna-13b,w
1552,alpaca-13b,koala-13b,w
1553,vicuna-13b,oasst-pythia-12b,w
1554,alpaca-13b,koala-13b,l
1555,llama-13b,koala-13b,l
1556,oasst-pythia-12b,stablelm-tuned-alpha-7b,l
1557,chatglm-6b,vicuna-13b,l
1558,vicuna-13b,llama-13b,l
1559,vicuna-13b,dolly-v2-12b,w
1561,dolly-v2-12b,llama-13b,w
1562,oasst-pythia-12b,alpaca-13b,l
1563,stablelm-tuned-alpha-7b,vicuna-13b,w
1564,oasst-pythia-12b,stablelm-tuned-alpha-7b,w
1565,koala-13b,llama-13b,w
1566,dolly-v2-12b,stablelm-tuned-alpha-7b,l
1568,vicuna-13b,koala-13b,w
1570,alpaca-13b,llama-13b,w
1572,vicuna-13b,chatglm-6b,w
1573,dolly-v2-12b,oasst-pythia-12b,l
1575,vicuna-13b,dolly-v2-12b,w
1576,stablelm-tuned-alpha-7b,chatglm-6b,l
1577,dolly-v2-12b,llama-13b,w
1578,dolly-v2-12b,llama-13b,w
1579,dolly-v2-12b,vicuna-13b,l
1580,oasst-pythia-12b,llama-13b,w
1581,alpaca-13b,dolly-v2-12b,w
1585,alpaca-13b,llama-13b,l
1586,alpaca-13b,oasst-pythia-12b,w
1587,dolly-v2-12b,alpaca-13b,l
1589,llama-13b,alpaca-13b,l
1590,vicuna-13b,stablelm-tuned-alpha-7b,w
1591,alpaca-13b,stablelm-tuned-alpha-7b,w
1592,llama-13b,stablelm-tuned-alpha-7b,l
1593,koala-13b,vicuna-13b,w
1595,stablelm-tuned-alpha-7b,llama-13b,w
1596,alpaca-13b,chatglm-6b,w
1598,vicuna-13b,llama-13b,w
1599,alpaca-13b,oasst-pythia-12b,l
1602,koala-13b,dolly-v2-12b,w
1603,llama-13b,chatglm-6b,l
1604,koala-13b,stablelm-tuned-alpha-7b,w
1606,dolly-v2-12b,alpaca-13b,l
1608,llama-13b,oasst-pythia-12b,w
1610,koala-13b,chatglm-6b,w
1612,oasst-pythia-12b,alpaca-13b,w
1615,dolly-v2-12b,koala-13b,w
1616,oasst-pythia-12b,vicuna-13b,l
1617,oasst-pythia-12b,stablelm-tuned-alpha-7b,w
1618,alpaca-13b,vicuna-13b,l
1621,chatglm-6b,oasst-pythia-12b,l
1622,chatglm-6b,alpaca-13b,l
1624,alpaca-13b,oasst-pythia-12b,w
1626,koala-13b,stablelm-tuned-alpha-7b,w
1627,vicuna-13b,stablelm-tuned-alpha-7b,w
1628,stablelm-tuned-alpha-7b,llama-13b,w
1629,dolly-v2-12b,stablelm-tuned-alpha-7b,l
1630,vicuna-13b,koala-13b,l
1632,dolly-v2-12b,stablelm-tuned-alpha-7b,w
1633,vicuna-13b,llama-13b,w
1634,vicuna-13b,llama-13b,w
1635,oasst-pythia-12b,koala-13b,w
1638,dolly-v2-12b,chatglm-6b,l
1642,dolly-v2-12b,chatglm-6b,l
1643,stablelm-tuned-alpha-7b,llama-13b,l
1644,oasst-pythia-12b,koala-13b,l
1646,alpaca-13b,vicuna-13b,l
1648,koala-13b,vicuna-13b,l
1649,stablelm-tuned-alpha-7b,llama-13b,w
1650,llama-13b,vicuna-13b,l
1652,stablelm-tuned-alpha-7b,alpaca-13b,w
1653,chatglm-6b,dolly-v2-12b,l
1656,vicuna-13b,alpaca-13b,w
1658,alpaca-13b,oasst-pythia-12b,l
1659,vicuna-13b,dolly-v2-12b,w
1660,llama-13b,stablelm-tuned-alpha-7b,w
1661,stablelm-tuned-alpha-7b,koala-13b,l
1665,vicuna-13b,koala-13b,w
1669,chatglm-6b,llama-13b,w
1670,alpaca-13b,stablelm-tuned-alpha-7b,w
1671,dolly-v2-12b,oasst-pythia-12b,w
1672,dolly-v2-12b,vicuna-13b,l
1673,oasst-pythia-12b,koala-13b,l
1674,stablelm-tuned-alpha-7b,dolly-v2-12b,l
1675,koala-13b,vicuna-13b,w
1676,alpaca-13b,oasst-pythia-12b,w
1677,oasst-pythia-12b,chatglm-6b,l
1678,stablelm-tuned-alpha-7b,llama-13b,l
1679,chatglm-6b,oasst-pythia-12b,w
1682,koala-13b,vicuna-13b,w
1683,llama-13b,oasst-pythia-12b,l
1687,stablelm-tuned-alpha-7b,llama-13b,l
1688,koala-13b,llama-13b,w
1689,alpaca-13b,vicuna-13b,w
1691,koala-13b,vicuna-13b,w
1692,vicuna-13b,oasst-pythia-12b,w
1693,vicuna-13b,stablelm-tuned-alpha-7b,l
1694,llama-13b,alpaca-13b,l
1696,dolly-v2-12b,alpaca-13b,w
1698,dolly-v2-12b,oasst-pythia-12b,w
1699,koala-13b,vicuna-13b,l
